text,label,
i believe that the rate of exchange for my cash withdrawl is incorrect,76,
i need to find the top up verification code,71,
my card isnt working at all what happened,14,
is there a charge for receiving money,56,
i added money through a bank transfer and it is not showing in my balance,5,
can i see money source,70,
my card needs to be activated,0,
how do i find out how or where this transaction on my account came from,16,
why hasnt my refund appeared on my statement,51,
please double check my card withdrawal was working fine so far but this morning on the way to work it suddenly got declined,26,
i think my wallet fell out on the tube today i realized as soon as i got to my desk how do i cut off the card,41,
what do i need to do to request cash back the atm actually just gave me the wrong amount the app i actually chose the right amount,75,
i still want to use my account but havent verified is that ok,74,
how do i tell if my top up was reverted,61,
i want to make an online purchase but i dont want to use my credit card can you tell me how a disposable virtual card works and where i can apply for one,37,
why hasnt my cash been deposited yet,6,
i noticed an extra charge on the purchase that i made last saturday on my account can you see if i received the correct exchange rate,17,
there are a couple payments with my card shown in the app that i really didnt make myself whats happenning with this does someone has access to my card,16,
i believe my card has been compromised as there are funds showing that i did not receive,20,
i need my card immediately,12,
i received a declined message when doing a transfer,27,
how long do i have to wait until the transferred money shows up,5,
can you delete the account,55,
for the identity check what kind of documents do i need to have,69,
a few hours ago i made a bank transfer from my uk account but i dont see that it has arrived can you check and see if all is ok please,5,
what is this extra fee while i was doing a transfer,64,
i made a transfer but my balance hasnt been updated,5,
how dp i top up with a cheque,58,
it is listed in my app that i made a payment which i did not actually make,16,
can you explain why the atm is giving me less money than what i asked for,75,
